EmployeeID,Gender,Age,Education,EducationType,MaritalStatus,TotalCompanies,TotalExperience,DistanceToOffice,Department,Traveltype_last_year,BillingRate,MonthlyIncome,Years_at_Company,Years_InCurrentRole,LastSalaryHike,PotentialReview,PerformanceReview,SatisfactionScore,JobRole_SatisfactionScore,Overall_SatisfactionScore
AB0779,Female,22,Graduation,Marketing / Finance,Single,10,12,7,ClientSolutions,Conference,118,7486,9,8,20,Medium,Met Expectations,Promoter,Detractor,Detractor
AB0780,Male,23,Graduation,Marketing / Finance,Married,1,1,25,ClientSolutions,Conference,40,2671,1,1,18,High,Met Expectations,Passive,Passive,Passive
AB0781,Male,36,Graduation,Marketing / Finance,Single,3,12,22,ClientSolutions,No,46,4092,7,3,16,Low,Met Expectations,Detractor,Passive,Passive
AB0782,Female,31,Graduation,Marketing / Finance,Single,1,5,2,ClientSolutions,LongTermProject,18,2706,5,4,22,Medium,Exceed Expectations,Promoter,Passive,Passive
AB0783,Male,36,Graduation,Economics,Married,4,10,10,ClientSolutions,Conference,23,2940,3,3,21,High,Exceed Expectations,Detractor,Promoter,Promoter
AB0784,Female,42,Graduation,Bio-technology,Married,9,46,5,BusinessDevelopment,Conference,78,11996,7,3,19,Medium,Met Expectations,Detractor,Promoter,Promoter
AB0785,Female,37,Graduation,Economics,Married,5,12,3,Support,Conference,21,10707,7,0,21,Low,Exceed Expectations,Passive,Passive,Passive
AB0786,Female,22,Graduation,Marketing / Finance,Single,1,9,10,ClientSolutions,Conference,108,2530,9,9,18,High,Met Expectations,Promoter,Passive,Promoter
AB0787,Female,27,Under Graduation,Economics,Single,4,10,1,ClientSolutions,Conference,39,2901,0,0,18,High,Met Expectations,Passive,Detractor,Promoter
AB0788,Male,44,Masters / PHD,Marketing / Finance,Divorced,12,30,1,ClientSolutions,Conference,65,21503,3,3,18,High,Met Expectations,Promoter,Promoter,Promoter
AB0789,Female,22,Graduation,Economics,Married,1,10,11,ClientSolutions,LongTermProject,137,5258,9,8,20,Medium,Exceed Expectations,Promoter,Detractor,Promoter
AB0790,Male,23,Graduation,Economics,Divorced,1,1,1,ClientSolutions,Conference,173,1746,1,0,16,Medium,Met Expectations,Detractor,Passive,Promoter
AB0791,Female,37,Graduation,Bio-technology,Married,1,13,27,BusinessDevelopment,No,41,4833,13,9,17,Medium,Met Expectations,Detractor,Detractor,Detractor
AB0792,Male,20,Graduation,Marketing / Finance,Married,3,8,1,ClientSolutions,Conference,99,2545,3,0,18,High,Met Expectations,Passive,Promoter,Detractor
AB0793,Male,35,Masters / PHD,Economics,Single,3,23,9,ClientSolutions,Conference,196,4627,1,0,15,High,Met Expectations,Passive,Passive,Promoter
AB0794,Male,30,Graduation,Marketing / Finance,Married,1,3,9,ClientSolutions,Conference,39,3742,1,0,18,Medium,Met Expectations,Promoter,Passive,Detractor
AB0795,Female,22,Under Graduation,Economics,Single,1,1,1,ClientSolutions,Conference,90,3270,1,0,16,High,Met Expectations,Promoter,Detractor,Promoter
AB0796,Male,35,Graduation,Economics,Married,1,13,11,ClientSolutions,Conference,70,8251,13,12,18,High,Met Expectations,Detractor,Passive,Passive
AB0797,Female,30,Masters / PHD,Phycology / Behavior Sciences,Married,4,8,4,ClientSolutions,Conference,95,3659,4,3,18,Very High,Met Expectations,Passive,Promoter,Promoter
AB0798,Male,29,Graduation,Marketing / Finance,Single,5,17,3,ClientSolutions,LongTermProject,176,2321,10,9,15,High,Met Expectations,Promoter,Passive,Passive
AB0799,Female,56,Masters / PHD,Phycology / Behavior Sciences,Married,12,39,1,Support,No,213,20647,4,3,21,Medium,Exceed Expectations,Passive,Promoter,Promoter
AB0800,Male,29,Graduation,Economics,Married,5,13,16,ClientSolutions,Conference,155,8384,10,9,15,High,Met Expectations,Promoter,Passive,Passive
AB0801,Female,37,Graduation,Economics,Single,10,10,21,BusinessDevelopment,Conference,45,5341,7,4,17,High,Met Expectations,Promoter,Passive,Passive
AB0802,Male,21,Graduation,Marketing / Finance,Single,10,9,27,BusinessDevelopment,No,31,5472,3,3,19,High,Met Expectations,Passive,Detractor,Promoter
AB0803,Female,20,Graduation,Economics,Married,4,8,9,BusinessDevelopment,Conference,45,4849,4,3,15,Medium,Met Expectations,Detractor,Detractor,Detractor
AB0804,Female,34,Masters / PHD,Phycology / Behavior Sciences,Married,5,20,1,ClientSolutions,Conference,65,7651,1,0,22,High,Exceed Expectations,Promoter,Passive,Promoter
AB0805,Female,48,Masters / PHD,Marketing / Finance,Single,4,30,1,ClientSolutions,LongTermProject,218,8222,17,16,20,Low,Exceed Expectations,Detractor,Detractor,Passive
AB0806,Male,22,Graduation,Economics,Single,1,7,2,BusinessDevelopment,Conference,167,4935,7,5,14,High,Met Expectations,Promoter,Passive,Passive
AB0807,Male,34,Graduation,Bio-technology,Married,8,27,5,BusinessDevelopment,Conference,31,20055,1,0,16,High,Met Expectations,Promoter,Passive,Passive
AB0808,Female,44,Graduation,Bio-technology,Married,10,29,12,ClientSolutions,Conference,175,11782,13,9,14,High,Met Expectations,Passive,Passive,Passive
AB0809,Female,57,Masters / PHD,Economics,Divorced,7,25,19,ClientSolutions,Conference,117,14549,18,14,17,Medium,Met Expectations,Promoter,Detractor,Passive
AB0810,Male,45,Masters / PHD,Bio-technology,Married,9,5,2,BusinessDevelopment,No,81,5481,1,0,14,High,Met Expectations,Passive,Passive,Promoter
AB0811,Male,30,Graduation,Economics,Single,4,5,9,ClientSolutions,Conference,145,5156,1,0,18,Very High,Met Expectations,Promoter,Promoter,Detractor
AB0812,Female,15,Under Graduation,Bio-technology,Single,1,3,1,ClientSolutions,Conference,107,2301,3,3,14,Medium,Met Expectations,Promoter,Passive,Passive
AB0813,Male,20,Under Graduation,Marketing / Finance,Married,1,1,6,Support,Conference,38,3104,1,0,14,Medium,Exceed Expectations,Promoter,Passive,Promoter
AB0814,Male,20,Graduation,Economics,Divorced,1,8,5,ClientSolutions,No,80,4412,8,4,15,Very High,Inconsistent,Passive,Detractor,Promoter
AB0815,Female,22,Graduation,Economics,Single,9,13,1,ClientSolutions,Conference,78,2461,9,9,16,Low,Met Expectations,Detractor,Passive,Promoter
AB0816,Male,36,Graduation,Marketing / Finance,Married,12,29,2,ClientSolutions,No,142,18402,26,10,22,Medium,Exceed Expectations,Detractor,Promoter,Promoter
AB0817,Male,29,Graduation,Bio-technology,Married,4,21,26,ClientSolutions,Conference,81,11962,17,13,18,Medium,Met Expectations,Detractor,Passive,Detractor
AB0818,Male,29,Graduation,Marketing / Finance,Married,12,20,10,BusinessDevelopment,Conference,89,11309,17,16,18,High,Met Expectations,Promoter,Detractor,Passive
AB0819,Female,26,Graduation,Bio-technology,Married,1,17,6,BusinessDevelopment,Conference,70,5755,17,16,14,Medium,Met Expectations,Passive,Passive,Promoter
AB0820,Female,22,Under Graduation,Economics,Single,1,13,17,ClientSolutions,LongTermProject,122,4323,13,3,22,Low,Exceed Expectations,Passive,Detractor,Passive
AB0821,Male,27,Graduation,Marketing / Finance,Married,1,18,22,ClientSolutions,Conference,32,2255,18,14,19,Very High,Met Expectations,Passive,Passive,Promoter
AB0822,Female,25,Graduation,Bio-technology,Divorced,1,3,6,BusinessDevelopment,ClientEngagement,54,3087,3,3,14,High,Met Expectations,Promoter,Passive,Passive
AB0823,Female,19,Graduation,Economics,Single,12,5,3,BusinessDevelopment,Conference,82,5043,3,3,16,High,Met Expectations,Detractor,Passive,Detractor
AB0824,Female,37,Under Graduation,Marketing / Finance,Single,9,23,1,BusinessDevelopment,Conference,26,9203,18,9,20,High,Exceed Expectations,Promoter,Detractor,Promoter
AB0825,Male,33,Graduation,Marketing / Finance,Single,1,27,13,ClientSolutions,Conference,159,21502,26,9,16,Medium,Met Expectations,Passive,Passive,Detractor
AB0826,Male,50,Masters / PHD,Phycology / Behavior Sciences,Married,5,18,1,Support,MonthlyTravel,87,6318,13,9,14,High,Met Expectations,Detractor,Promoter,Passive
AB0827,Female,28,Graduation,Marketing / Finance,Single,3,18,5,ClientSolutions,Conference,164,12758,14,13,15,Medium,Met Expectations,Passive,Detractor,Promoter
AB0828,Female,24,Graduation,Bio-technology,Married,1,13,20,BusinessDevelopment,Conference,15,8392,13,5,22,High,Exceed Expectations,Passive,Promoter,Promoter
AB0829,Male,25,Graduation,Phycology / Behavior Sciences,Married,4,12,2,Support,Conference,13,7048,3,3,15,Medium,Met Expectations,Detractor,Passive,Promoter
AB0830,Male,28,Graduation,Marketing / Finance,Single,1,18,1,ClientSolutions,LongTermProject,81,5881,17,12,20,Medium,Exceed Expectations,Promoter,Detractor,Passive
AB0831,Male,22,Graduation,Marketing / Finance,Divorced,8,8,9,ClientSolutions,No,84,2251,3,3,19,High,Met Expectations,Promoter,Passive,Promoter
AB0832,Male,22,Graduation,Marketing / Finance,Single,1,12,15,ClientSolutions,Conference,175,6228,10,4,20,Very High,Met Expectations,Passive,Detractor,Passive
AB0833,Male,34,Graduation,Economics,Single,1,26,21,ClientSolutions,No,40,4775,26,12,15,Medium,Met Expectations,Promoter,Passive,Promoter
AB0834,Male,34,Masters / PHD,Economics,Single,9,13,8,BusinessDevelopment,Conference,183,3763,7,4,22,Medium,Exceed Expectations,Passive,Detractor,Passive
AB0835,Male,30,Graduation,Economics,Married,1,21,6,ClientSolutions,Conference,170,3548,20,17,14,High,Met Expectations,Promoter,Promoter,Passive
AB0836,Male,34,Masters / PHD,Bio-technology,Divorced,9,13,26,BusinessDevelopment,Conference,72,5838,10,9,22,High,Exceed Expectations,Passive,Promoter,Promoter
AB0837,Male,31,Graduation,Bio-technology,Married,1,4,9,BusinessDevelopment,Conference,48,3208,3,3,20,Medium,Met Expectations,Passive,Passive,Promoter
AB0838,Male,20,Graduation,Economics,Divorced,1,1,9,ClientSolutions,No,132,2983,1,0,14,Medium,Met Expectations,Passive,Passive,Passive
AB0839,Female,23,Graduation,Marketing / Finance,Divorced,1,13,3,ClientSolutions,Conference,115,8409,12,9,18,High,Met Expectations,Promoter,Passive,Passive
AB0840,Male,38,Masters / PHD,Economics,Married,4,9,1,ClientSolutions,Conference,49,2648,5,3,22,High,Inconsistent,Passive,Passive,Passive
AB0841,Female,30,Graduation,Phycology / Behavior Sciences,Married,1,7,4,ClientSolutions,Conference,137,4086,7,5,14,Medium,Met Expectations,Promoter,Passive,Passive
AB0842,Female,33,Masters / PHD,Economics,Divorced,1,13,28,ClientSolutions,LongTermProject,20,2248,13,3,20,High,Met Expectations,Promoter,Passive,Detractor
AB0843,Female,26,Graduation,Economics,Married,1,18,3,ClientSolutions,Conference,104,6776,18,17,15,Medium,Met Expectations,Passive,Passive,Passive
AB0844,Female,38,Graduation,Bio-technology,Married,4,36,1,BusinessDevelopment,Conference,59,18490,9,9,15,Low,Met Expectations,Passive,Passive,Passive
AB0845,Female,28,Graduation,Bio-technology,Single,1,5,2,BusinessDevelopment,Conference,16,5000,4,3,15,High,Inconsistent,Passive,Detractor,Promoter
AB0846,Female,33,Masters / PHD,Bio-technology,Married,1,7,13,BusinessDevelopment,ClientEngagement,99,5083,5,3,19,High,Met Expectations,Promoter,Passive,Passive
AB0847,Male,24,Graduation,Phycology / Behavior Sciences,Divorced,7,13,8,BusinessDevelopment,Conference,27,7982,10,5,14,Medium,Met Expectations,Passive,Passive,Detractor
AB0848,Male,23,Graduation,Marketing / Finance,Single,1,8,5,BusinessDevelopment,Conference,105,9293,7,5,19,High,Met Expectations,Promoter,Detractor,Promoter
AB0849,Female,37,Masters / PHD,Bio-technology,Single,1,26,2,ClientSolutions,Conference,61,5017,26,9,14,High,Met Expectations,Promoter,Passive,Detractor
AB0850,Male,29,Masters / PHD,Bio-technology,Married,1,13,27,BusinessDevelopment,ClientEngagement,113,6180,13,9,14,High,Met Expectations,Detractor,Promoter,Passive
AB0851,Female,27,Under Graduation,Bio-technology,Married,1,27,18,BusinessDevelopment,Conference,79,13195,26,12,14,Medium,Met Expectations,Passive,Promoter,Detractor
AB0852,Male,21,Under Graduation,Bio-technology,Single,1,5,7,BusinessDevelopment,Conference,45,3300,4,3,16,High,Met Expectations,Promoter,Passive,Detractor
AB0853,Male,35,Graduation,Marketing / Finance,Divorced,1,8,1,ClientSolutions,LongTermProject,51,2598,7,4,15,High,Met Expectations,Passive,Passive,Passive
AB0854,Male,37,Graduation,Economics,Divorced,10,26,9,ClientSolutions,Conference,24,2605,22,12,19,High,Met Expectations,Passive,Passive,Passive
AB0855,Male,31,Graduation,Economics,Single,7,8,2,ClientSolutions,Conference,45,4351,4,3,14,High,Met Expectations,Promoter,Promoter,Passive
AB0856,Male,33,Graduation,Marketing / Finance,Single,1,25,9,BusinessDevelopment,No,30,6764,25,3,16,Low,Met Expectations,Passive,Passive,Detractor
AB0857,Male,39,Graduation,Economics,Divorced,4,26,26,ClientSolutions,LongTermProject,175,4722,5,4,20,Medium,Exceed Expectations,Detractor,Detractor,Detractor
AB0858,Male,36,Graduation,Bio-technology,Single,1,12,2,BusinessDevelopment,Conference,113,7290,10,9,16,Low,Met Expectations,Passive,Passive,Detractor
AB0859,Male,48,Masters / PHD,Marketing / Finance,Married,3,38,2,ClientSolutions,Conference,220,21077,10,1,14,High,Met Expectations,Passive,Passive,Promoter
AB0860,Male,36,Masters / PHD,Bio-technology,Divorced,1,12,10,BusinessDevelopment,Conference,116,9596,10,9,16,Medium,Met Expectations,Passive,Passive,Passive
AB0861,Male,33,Graduation,Economics,Single,4,27,21,BusinessDevelopment,Conference,143,7783,3,0,18,High,Met Expectations,Promoter,Passive,Promoter
AB0862,Female,25,Graduation,Marketing / Finance,Married,5,17,7,ClientSolutions,No,85,12102,14,9,20,High,Exceed Expectations,Passive,Passive,Passive
AB0863,Male,29,Graduation,Marketing / Finance,Married,5,7,1,ClientSolutions,LongTermProject,81,2437,4,3,16,High,Inconsistent,Passive,Detractor,Promoter
AB0864,Male,30,Graduation,Phycology / Behavior Sciences,Divorced,1,13,10,ClientSolutions,LongTermProject,80,13364,13,10,16,High,Met Expectations,Passive,Promoter,Passive
AB0865,Male,36,Graduation,Marketing / Finance,Married,5,22,24,ClientSolutions,No,59,2270,4,3,15,High,Met Expectations,Passive,Passive,Passive
AB0866,Female,44,Graduation,Economics,Married,4,47,3,ClientSolutions,Conference,83,19482,13,12,16,High,Met Expectations,Promoter,Promoter,Detractor
AB0867,Male,35,Graduation,Economics,Divorced,1,34,4,ClientSolutions,Conference,142,21025,33,12,16,Very High,Met Expectations,Passive,Detractor,Promoter
AB0868,Female,38,Graduation,Economics,Single,5,10,29,BusinessDevelopment,ClientEngagement,85,7033,7,5,15,Very High,Met Expectations,Passive,Passive,Promoter
AB0869,Female,30,Graduation,Marketing / Finance,Married,9,9,3,ClientSolutions,Conference,178,3653,0,0,20,High,Met Expectations,Promoter,Passive,Passive
AB0870,Male,48,Masters / PHD,Phycology / Behavior Sciences,Single,4,7,1,BusinessDevelopment,ClientEngagement,144,5208,0,0,16,High,Met Expectations,Promoter,Passive,Promoter
AB0871,Female,37,Masters / PHD,Economics,Married,8,13,15,BusinessDevelopment,No,188,6310,4,3,20,Low,Met Expectations,Detractor,Passive,Passive
AB0872,Female,17,Graduation,Economics,Single,1,3,11,ClientSolutions,LongTermProject,30,2908,3,3,20,Medium,Exceed Expectations,Detractor,Passive,Passive
AB0873,Male,27,Graduation,Marketing / Finance,Married,1,7,7,BusinessDevelopment,ClientEngagement,52,4820,5,4,16,High,Met Expectations,Promoter,Detractor,Detractor
AB0874,Male,31,Under Graduation,Marketing / Finance,Single,7,21,2,ClientSolutions,LongTermProject,130,11203,3,3,19,High,Met Expectations,Passive,Passive,Passive
AB0875,Male,34,Masters / PHD,Marketing / Finance,Single,1,13,9,BusinessDevelopment,No,95,10952,13,4,16,High,Met Expectations,Passive,Promoter,Promoter
AB0876,Female,34,Graduation,Economics,Divorced,3,25,33,ClientSolutions,LongTermProject,63,5020,7,5,14,High,Met Expectations,Detractor,Passive,Passive
AB0877,Male,30,Graduation,Bio-technology,Single,5,13,3,ClientSolutions,Conference,61,4942,10,0,15,High,Met Expectations,Detractor,Passive,Promoter
AB0878,Female,21,Graduation,Marketing / Finance,Married,1,10,4,ClientSolutions,LongTermProject,105,2625,10,9,16,Medium,Met Expectations,Passive,Passive,Detractor
AB0879,Female,25,Graduation,Bio-technology,Divorced,7,10,6,ClientSolutions,Conference,24,3541,4,3,16,High,Met Expectations,Promoter,Detractor,Promoter
AB0880,Male,39,Masters / PHD,Economics,Single,1,29,2,BusinessDevelopment,Conference,50,17553,29,13,20,Medium,Met Expectations,Promoter,Passive,Passive
AB0881,Male,48,Masters / PHD,Bio-technology,Single,1,14,20,BusinessDevelopment,Conference,95,5988,13,9,22,High,Exceed Expectations,Passive,Promoter,Promoter
AB0882,Female,30,Graduation,Marketing / Finance,Divorced,9,12,28,ClientSolutions,Conference,44,6305,8,3,16,Medium,Met Expectations,Passive,Promoter,Passive
AB0883,Male,56,Masters / PHD,Marketing / Finance,Single,8,33,17,ClientSolutions,Conference,214,11534,12,9,15,High,Met Expectations,Promoter,Promoter,Promoter
AB0884,Female,20,Under Graduation,Bio-technology,Divorced,1,9,11,BusinessDevelopment,Conference,16,9080,9,9,16,Medium,Met Expectations,Detractor,Passive,Detractor
AB0885,Male,21,Graduation,Bio-technology,Single,1,1,22,ClientSolutions,Conference,57,2596,1,0,19,Low,Met Expectations,Passive,Promoter,Passive
AB0886,Female,19,Graduation,Phycology / Behavior Sciences,Divorced,1,7,12,ClientSolutions,No,80,4424,5,3,19,Very High,Met Expectations,Detractor,Passive,Promoter
AB0887,Male,27,Graduation,Marketing / Finance,Married,1,18,7,ClientSolutions,Conference,26,12823,17,12,14,High,Met Expectations,Passive,Passive,Promoter
AB0888,Female,35,Graduation,Bio-technology,Married,7,29,12,BusinessDevelopment,Conference,125,17606,22,17,22,High,Met Expectations,Promoter,Promoter,Passive
AB0889,Male,20,Under Graduation,Marketing / Finance,Married,1,14,21,ClientSolutions,LongTermProject,62,4206,14,10,16,High,Met Expectations,Promoter,Promoter,Passive
AB0890,Male,29,Graduation,Economics,Single,1,13,25,BusinessDevelopment,Conference,37,6395,13,9,19,High,Met Expectations,Passive,Promoter,Promoter
AB0891,Male,47,Masters / PHD,Bio-technology,Married,3,26,5,ClientSolutions,Conference,224,7311,4,3,16,High,Met Expectations,Detractor,Passive,Passive
AB0892,Male,40,Graduation,Bio-technology,Married,1,4,3,BusinessDevelopment,Conference,103,2971,4,3,16,Medium,Met Expectations,Detractor,Passive,Passive
AB0893,Male,30,Masters / PHD,Marketing / Finance,Single,1,16,6,BusinessDevelopment,Conference,164,5516,14,10,18,High,Met Expectations,Passive,Passive,Detractor
AB0894,Female,25,Graduation,Economics,Single,1,9,3,ClientSolutions,LongTermProject,68,4504,9,3,15,High,Met Expectations,Promoter,Passive,Detractor
AB0895,Male,15,Graduation,Bio-technology,Single,1,1,2,Support,Conference,58,2841,1,0,15,Medium,Met Expectations,Detractor,Promoter,Passive
AB0896,Male,34,Graduation,Marketing / Finance,Single,3,26,6,ClientSolutions,Conference,32,5200,23,17,16,High,Met Expectations,Promoter,Detractor,Passive
AB0897,Female,48,Graduation,Economics,Single,4,39,2,ClientSolutions,Conference,87,15049,7,4,16,Medium,Met Expectations,Passive,Promoter,Detractor
AB0898,Male,27,Graduation,Marketing / Finance,Married,1,20,9,ClientSolutions,Conference,14,3079,18,13,16,High,Met Expectations,Detractor,Promoter,Passive
AB0899,Male,38,Masters / PHD,Economics,Single,4,20,8,ClientSolutions,Conference,101,2244,7,5,16,High,Met Expectations,Promoter,Detractor,Passive
AB0900,Female,15,Graduation,Economics,Single,1,0,1,ClientSolutions,No,136,1799,0,0,17,High,Met Expectations,Promoter,Promoter,Passive
AB0901,Female,63,Masters / PHD,Bio-technology,Married,5,8,8,BusinessDevelopment,Conference,207,5921,0,0,18,Medium,Met Expectations,Promoter,Detractor,Passive
AB0902,Male,30,Graduation,Economics,Married,1,1,2,ClientSolutions,LongTermProject,177,1898,1,0,22,High,Exceed Expectations,Promoter,Promoter,Passive
AB0903,Male,31,Graduation,Economics,Single,1,12,17,ClientSolutions,Conference,62,4996,10,9,14,Low,Met Expectations,Detractor,Passive,Detractor
AB0904,Male,33,Graduation,Marketing / Finance,Divorced,3,10,2,ClientSolutions,Conference,109,2602,4,1,16,High,Met Expectations,Passive,Passive,Passive
AB0905,Male,41,Graduation,Marketing / Finance,Married,7,39,2,ClientSolutions,Conference,84,19329,5,4,18,High,Met Expectations,Passive,Passive,Promoter
AB0906,Female,43,Graduation,Phycology / Behavior Sciences,Divorced,5,34,6,ClientSolutions,Conference,155,20920,18,17,14,High,Met Expectations,Passive,Promoter,Promoter
AB0907,Female,31,Graduation,Marketing / Finance,Divorced,1,26,9,ClientSolutions,LongTermProject,169,2370,26,14,18,Medium,Met Expectations,Promoter,Passive,Passive
AB0908,Male,42,Masters / PHD,Economics,Single,1,8,9,ClientSolutions,Conference,165,3248,8,5,14,High,Met Expectations,Passive,Passive,Passive
AB0909,Female,27,Graduation,Marketing / Finance,Single,1,13,16,BusinessDevelopment,Conference,60,6736,13,10,15,High,Met Expectations,Passive,Detractor,Promoter
AB0910,Female,33,Graduation,Economics,Single,9,29,6,ClientSolutions,Conference,37,14514,26,8,17,High,Met Expectations,Passive,Passive,Passive
AB0911,Male,16,Under Graduation,Marketing / Finance,Married,1,7,9,ClientSolutions,Conference,71,2771,5,4,16,High,Met Expectations,Passive,Detractor,Promoter
AB0912,Female,25,Under Graduation,Economics,Married,1,13,15,ClientSolutions,Conference,124,4427,13,8,24,High,Exceed Expectations,Promoter,Promoter,Promoter
AB0913,Female,25,Graduation,Bio-technology,Divorced,1,13,6,BusinessDevelopment,Conference,69,6728,13,12,16,Medium,Met Expectations,Promoter,Detractor,Passive
AB0914,Female,51,Masters / PHD,Bio-technology,Married,12,21,1,ClientSolutions,Conference,183,14856,5,4,15,High,Met Expectations,Detractor,Passive,Detractor
AB0915,Male,22,Graduation,Economics,Divorced,1,12,10,ClientSolutions,LongTermProject,35,9654,12,9,21,High,Exceed Expectations,Promoter,Detractor,Passive
AB0916,Male,31,Graduation,Economics,Married,1,13,14,BusinessDevelopment,Conference,151,10891,12,10,14,High,Met Expectations,Passive,Passive,Promoter
AB0917,Male,28,Graduation,Economics,Married,1,1,7,ClientSolutions,Conference,160,2979,1,0,19,Medium,Met Expectations,Passive,Promoter,Promoter
AB0918,Male,30,Graduation,Economics,Single,3,20,7,ClientSolutions,Conference,38,2239,5,4,14,High,Met Expectations,Detractor,Passive,Passive
AB0919,Male,29,Graduation,Marketing / Finance,Divorced,8,9,6,ClientSolutions,Conference,26,5441,4,3,20,High,Exceed Expectations,Passive,Passive,Promoter
AB0920,Male,39,Under Graduation,Economics,Married,4,30,2,ClientSolutions,LongTermProject,119,12041,4,3,19,High,Met Expectations,Promoter,Passive,Passive
AB0921,Female,30,Graduation,Economics,Divorced,4,14,2,BusinessDevelopment,Conference,120,7576,9,9,17,High,Met Expectations,Passive,Detractor,Promoter
AB0922,Female,46,Masters / PHD,Economics,Divorced,10,23,18,BusinessDevelopment,Conference,74,7079,10,9,16,High,Met Expectations,Passive,Passive,Passive
AB0923,Male,28,Graduation,Bio-technology,Single,10,12,18,BusinessDevelopment,No,165,5838,7,3,16,Very High,Met Expectations,Detractor,Promoter,Passive
AB0924,Male,42,Graduation,Economics,Married,3,34,1,ClientSolutions,Conference,125,18738,12,10,17,High,Met Expectations,Promoter,Promoter,Passive
AB0925,Male,27,Graduation,Economics,Single,3,7,2,ClientSolutions,LongTermProject,119,4448,4,3,14,High,Met Expectations,Promoter,Passive,Promoter
AB0926,Female,28,Graduation,Bio-technology,Married,5,21,6,BusinessDevelopment,No,144,11386,17,3,14,Medium,Met Expectations,Passive,Promoter,Passive
AB0927,Male,29,Graduation,Economics,Single,1,8,20,ClientSolutions,Conference,17,4663,7,5,17,Low,Met Expectations,Promoter,Passive,Passive
AB0928,Female,42,Graduation,Bio-technology,Married,3,20,2,ClientSolutions,Conference,114,14382,3,3,14,High,Met Expectations,Detractor,Passive,Promoter
AB0929,Male,27,Under Graduation,Economics,Single,9,23,22,ClientSolutions,Conference,13,4530,9,9,16,High,Met Expectations,Detractor,Promoter,Detractor
AB0930,Male,47,Masters / PHD,Economics,Divorced,1,40,17,ClientSolutions,Conference,187,21366,40,12,18,Medium,Met Expectations,Promoter,Passive,Passive
AB0931,Male,37,Graduation,Marketing / Finance,Divorced,8,17,7,ClientSolutions,Conference,67,11898,10,9,16,High,Met Expectations,Promoter,Passive,Passive
AB0932,Male,23,Graduation,Economics,Married,1,7,27,BusinessDevelopment,Conference,89,5204,7,4,14,Low,Met Expectations,Passive,Detractor,Passive
AB0933,Male,34,Graduation,Economics,Married,4,16,1,ClientSolutions,Conference,78,3080,7,4,22,High,Exceed Expectations,Promoter,Promoter,Detractor
AB0934,Male,25,Graduation,Marketing / Finance,Married,1,8,7,ClientSolutions,Conference,29,2379,8,5,15,Medium,Met Expectations,Passive,Passive,Passive
AB0935,Male,54,Masters / PHD,Marketing / Finance,Married,3,30,4,ClientSolutions,LongTermProject,52,16663,3,3,24,Medium,Exceed Expectations,Passive,Promoter,Passive
AB0936,Male,34,Graduation,Economics,Single,4,14,5,ClientSolutions,Conference,54,7551,4,3,15,Very High,Met Expectations,Passive,Passive,Detractor
AB0937,Male,33,Graduation,Economics,Divorced,3,22,18,ClientSolutions,Conference,168,3397,1,0,18,High,Met Expectations,Passive,Detractor,Detractor
AB0938,Male,26,Graduation,Phycology / Behavior Sciences,Divorced,4,9,3,Support,Conference,128,2527,5,4,14,Medium,Met Expectations,Promoter,Passive,Passive
AB0939,Male,28,Graduation,Economics,Single,1,12,7,ClientSolutions,LongTermProject,80,6680,12,9,23,Low,Exceed Expectations,Detractor,Passive,Promoter
AB0940,Female,53,Masters / PHD,Economics,Married,12,9,10,ClientSolutions,Conference,66,5465,7,5,19,High,Met Expectations,Passive,Passive,Detractor
AB0941,Male,42,Graduation,Economics,Divorced,5,40,9,BusinessDevelopment,ClientEngagement,29,21744,38,13,23,High,Exceed Expectations,Promoter,Passive,Detractor
AB0942,Male,26,Graduation,Marketing / Finance,Divorced,1,13,2,ClientSolutions,Conference,118,6020,12,7,16,High,Met Expectations,Promoter,Passive,Passive
AB0943,Male,37,Graduation,Economics,Divorced,1,31,7,ClientSolutions,LongTermProject,151,5735,31,12,19,High,Met Expectations,Detractor,Detractor,Detractor
AB0944,Female,33,Graduation,Economics,Single,8,23,17,ClientSolutions,Conference,54,8726,5,3,17,High,Met Expectations,Passive,Promoter,Promoter
AB0945,Male,36,Masters / PHD,Economics,Divorced,12,13,22,ClientSolutions,Conference,103,6320,3,3,16,High,Met Expectations,Promoter,Promoter,Passive
AB0946,Male,22,Under Graduation,Economics,Divorced,1,17,9,ClientSolutions,Conference,139,11683,17,10,24,High,Exceed Expectations,Passive,Passive,Promoter
AB0947,Male,48,Masters / PHD,Economics,Divorced,9,16,1,BusinessDevelopment,ClientEngagement,132,7395,8,4,15,High,Met Expectations,Passive,Passive,Detractor
AB0948,Male,21,Graduation,Economics,Single,1,1,23,ClientSolutions,Conference,165,2545,1,0,15,Low,Met Expectations,Detractor,Passive,Passive
AB0949,Female,26,Graduation,Phycology / Behavior Sciences,Married,1,3,9,ClientSolutions,LongTermProject,14,3037,3,3,20,Medium,Exceed Expectations,Passive,Passive,Passive
AB0950,Male,28,Graduation,Economics,Divorced,1,20,10,BusinessDevelopment,No,167,4413,20,18,16,High,Inconsistent,Promoter,Passive,Passive
AB0951,Male,26,Graduation,Marketing / Finance,Married,1,12,1,ClientSolutions,Conference,52,6776,12,10,22,High,Exceed Expectations,Detractor,Promoter,Passive
